0 /         0 -7.70416,
1 /  0.0371313  -7.70416,
2 /  0.0742626  -7.70416,
3 /  0.111394 -7.70416,
4 /  0.148525 -7.70416,
5 /  0.185656 -7.70416,
6 /  0.222787 -7.70416,
7 /  0.259917 -7.70416,
8 /  0.297048 -7.70416,
9 /  0.334177 -7.70416,
10 /  0.371307 -7.70416,
11 /  0.408436 -7.70416,
12 /  0.445565 -7.70416,
13 /  0.482694 -7.70416,
14 /  0.519822 -7.70416,
15 /  0.556912 -7.70416,
16 /  0.594039 -7.70416,
17 /  0.631165 -7.70416,
18 /  0.668291 -7.70416,
19 /  0.705416 -7.70416,
20 /   0.74254 -7.70416,
21 /  0.779626 -7.70416,
22 /  0.816749 -7.70416,
23 /  0.853871 -7.70416,
24 /  0.890992 -7.70416,
25 /  0.928075 -7.70416,
26 /  0.965195 -7.70416,
27 /   1.00231 -7.70416,
28 /   1.03939 -7.70416,
29 /   1.07651 -7.70416,
30 /   1.11362 -7.70416,
31 /    1.1507 -7.70416,
32 /   1.18781 -7.70416,
33 /   1.22489 -7.70416,
34 /   1.26196 -7.70416,
35 /   1.29907 -7.70416,
36 /   1.33614 -7.70416,
37 /   1.37325 -7.70416,
38 /   1.41032 -7.70416,
39 /   1.44738 -7.70416,
40 /   1.48445 -7.70416,
41 /   1.52155 -7.70416,
42 /   1.55861 -7.70416,
43 /   1.59567 -7.70416,
44 /   1.63273 -7.70416,
45 /   1.66979 -7.70416,
46 /   1.70685 -7.70416,
47 /    1.7439 -7.70416,
48 /   1.78095 -7.70416,
49 /   1.81797 -7.70416,
50 /   1.85501 -7.70416,
51 /   1.89206 -7.70416,
52 /   1.92911 -7.70416,
53 /   1.96611 -7.70416,
54 /   2.00315 -7.70416,
55 /   2.04016 -7.70416,
56 /   2.07719 -7.70416,
57 /   2.11419 -7.70416,
58 /   2.15119 -7.70416,
59 /   2.18822 -7.70416,
60 /   2.22521 -7.70416,
61 /    2.2622 -7.70416,
62 /   2.29919 -7.70416,
63 /   2.33617 -7.70416,
64 /   2.37315 -7.70416,
65 /   2.41013 -7.70416,
66 /   2.44711 -7.70416,
67 /   2.48409 -7.70416,
68 /   2.52106 -7.70416,
69 /   2.55799 -7.70416,
70 /   2.59496 -7.70416,
71 /   2.63189 -7.70416,
72 /   2.66885 -7.70416,
73 /   2.70577 -7.70416,
74 /   2.74269 -7.70416,
75 /   2.77965 -7.70416,
76 /   2.81656 -7.70416,
77 /   2.85347 -7.70416,
78 /   2.89038 -7.70416,
79 /   2.92729 -7.70416,
80 /   2.96419 -7.70416,
81 /   3.00106 -7.70416,
82 /   3.03795 -7.70416,
83 /   3.07485 -7.70416,
84 /    3.1117 -7.70416,
85 /   3.14859 -7.70416,
86 /   3.18544 -7.70416,
87 /   3.22228 -7.70416,
88 /   3.25913 -7.70416,
89 /     3.296 -7.70416,
90 /   3.33284 -7.70416,
91 /   3.36963 -7.70416,
92 /   3.40646 -7.70416,
93 /   3.44328 -7.70416,
94 /   3.48011 -7.70416,
95 /   3.51689 -7.70416,
96 /    3.5537 -7.70416,
97 /   3.59048 -7.70416,
98 /   3.62725 -7.70416,
99 /   3.66401 -7.70416,
100 /   3.70078 -7.70416,
101 /   3.73754 -7.70416,
102 /   3.77429 -7.70416,
103 /   3.81105 -7.70416,
104 /    3.8478 -7.70416,
105 /    3.8845 -7.70416,
106 /   3.92124 -7.70416,
107 /   3.95794 -7.70416,
108 /   3.99464 -7.70416,
109 /   4.03133 -7.70416,
110 /   4.06802 -7.70416,
111 /   4.10471 -7.70416,
112 /   4.14139 -7.70416,
113 /   4.17806 -7.70416,
114 /    4.2147 -7.70416,
115 /   4.25137 -7.70416,
116 /   4.28799 -7.70416,
117 /   4.32461 -7.70416,
118 /   4.36123 -7.70416,
119 /   4.39785 -7.70416,
120 /   4.43446 -7.70416,
121 /   4.47106 -7.70416,
122 /   4.50766 -7.70416,
123 /   4.54422 -7.70416,
124 /   4.58078 -7.70416,
125 /   4.61737 -7.70416,
126 /   4.65391 -7.70416,
127 /   4.69045 -7.70416,
128 /   4.72699 -7.70416,
129 /   4.76352 -7.70416,
130 /   4.80001 -7.70416,
131 /   4.83654 -7.70416,
132 /   4.87302 -7.70416,
133 /   4.90949 -7.70416,
134 /   4.94597 -7.70416,
135 /   4.98243 -7.70416,
136 /   5.01889 -7.70416,
137 /   5.05535 -7.70416,
138 /   5.09177 -7.70416,
139 /   5.12821 -7.70416,
140 /   5.16462 -7.70416,
141 /   5.20102 -7.70416,
142 /   5.23741 -7.70416,
143 /    5.2738 -7.70416,
144 /   5.31019 -7.70416,
145 /   5.34653 -7.70416,
146 /   5.38291 -7.70416,
147 /   5.41924 -7.70416,
148 /   5.45556 -7.70416,
149 /   5.49189 -7.70416,
150 /    5.5282 -7.70416,
151 /   5.56451 -7.70416,
152 /   5.60078 -7.70416,
153 /   5.63708 -7.70416,
154 /   5.67334 -7.70416,
155 /   5.70959 -7.70416,
156 /   5.74584 -7.70416,
157 /   5.78208 -7.70416,
158 /   5.81828 -7.70416,
159 /   5.85451 -7.70416,
160 /    5.8907 -7.70416,
161 /   5.92688 -7.70416,
162 /   5.96305 -7.70416,
163 /   5.99922 -7.70416,
164 /   6.03539 -7.70416,
165 /   6.07151 -7.70416,
166 /   6.10766 -7.70416,
167 /   6.14377 -7.70416,
168 /   6.17988 -7.70416,
169 /   6.21597 -7.70416,
170 /   6.25203 -7.70416,
171 /   6.28811 -7.70416,
172 /   6.32416 -7.70416,
173 /   6.36019 -7.70416,
174 /   6.39622 -7.70416,
175 /   6.43225 -7.70416,
176 /   6.46827 -7.70416,
177 /   6.50424 -7.70416,
178 /   6.54025 -7.70416,
179 /   6.57621 -7.70416,
180 /   6.61217 -7.70416,
181 /   6.64808 -7.70416,
182 /   6.68403 -7.70416,
183 /   6.71993 -7.70416,
184 /   6.75586 -7.70416,
185 /   6.79174 -7.70416,
186 /   6.82759 -7.70416,
187 /   6.86346 -7.70416,
188 /   6.89933 -7.70416,
189 /   6.93516 -7.70416,
190 /   6.97097 -7.70416,
191 /   7.00678 -7.70416,
192 /   7.04259 -7.70416,
193 /   7.07835 -7.70416,
194 /   7.11411 -7.70416,
195 /   7.14989 -7.70416,
196 /   7.18559 -7.70416,
197 /   7.22133 -7.70416,
198 /   7.25705 -7.70416,
199 /   7.29274 -7.70416,
200 /   7.32841 -7.70416,
201 /   7.36408 -7.70416,
202 /   7.39975 -7.70416,
203 /    7.4354 -7.70416,
204 /   7.47101 -7.70416,
205 /   7.50662 -7.70416,
206 /   7.54221 -7.70416,
207 /    7.5778 -7.70416,
208 /   7.61335 -7.70416,
209 /   7.64893 -7.70416,
210 /   7.68446 -7.70416,
211 /   7.71998 -7.70416,
212 /    7.7555 -7.70416,
213 /   7.79097 -7.70416,
214 /   7.82644 -7.70416,
215 /    7.8619 -7.70416,
216 /   7.89735 -7.70416,
217 /   7.93279 -7.70416,
218 /   7.96819 -7.70416,
219 /   8.00362 -7.70416,
220 /   8.03901 -7.70416,
221 /   8.07435 -7.70416,
222 /   8.10972 -7.70416,
223 /   8.14504 -7.70416,
224 /   8.18036 -7.70416,
225 /   8.21567 -7.70416,
226 /   8.25097 -7.70416,
227 /   8.28626 -7.70416,
228 /   8.32151 -7.70416,
229 /   8.35676 -7.70416,
230 /   8.39199 -7.70416,
231 /   8.42718 -7.70416,
232 /   8.46236 -7.70416,
233 /   8.49754 -7.70416,
234 /    8.5327 -7.70416,
235 /   8.56786 -7.70416,
236 /   8.60297 -7.70416,
237 /   8.63811 -7.70416,
238 /   8.67318 -7.70416,
239 /   8.70827 -7.70416,
240 /   8.74335 -7.70416,
241 /   8.77838 -7.70416,
242 /   8.81341 -7.70416,
243 /   8.84843 -7.70416,
244 /   8.88341 -7.70416,
245 /   8.91837 -7.70416,
246 /   8.95333 -7.70416,
247 /   8.98828 -7.70416,
248 /   9.02323 -7.70416,
249 /   9.05812 -7.70416,
250 /   9.09301 -7.70416,
251 /   9.12789 -7.70416,
252 /   9.16273 -7.70416,
253 /   9.19759 -7.70416,
254 /   9.23241 -7.70416,
255 /   9.26718 -7.70416,
256 /   9.30199 -7.70416,
257 /   9.33674 -7.70416,
258 /   9.37149 -7.70416,
259 /   9.40623 -7.70416,
260 /   9.44096 -7.70416,
261 /   9.47565 -7.70416,
262 /   9.51032 -7.70416,
263 /   9.54499 -7.70416,
264 /   9.57961 -7.70416,
265 /   9.61423 -7.70416,
266 /   9.64883 -7.70416,
267 /   9.68343 -7.70416,
268 /   9.71798 -7.70416,
269 /   9.75256 -7.70416,
270 /   9.78706 -7.70416,
271 /   9.82158 -7.70416,
272 /   9.85606 -7.70416,
273 /   9.89057 -7.70416,
274 /   9.92499 -7.70416,
275 /   9.95944 -7.70416,
276 /   9.99385 -7.70416,
277 /   10.0282 -7.70416,
278 /   10.0626 -7.70416,
279 /    10.097 -7.70416,
280 /   10.1313 -7.70416,
281 /   10.1657 -7.70416,
282 /      10.2 -7.70416,
283 /   10.2343 -7.70416,
284 /   10.2685 -7.70416,
285 /   10.3027 -7.70416,
286 /    10.337 -7.70416,
287 /   10.3712 -7.70416,
288 /   10.4054 -7.70416,
289 /   10.4395 -7.70416,
290 /   10.4737 -7.70416,
291 /   10.5078 -7.70416,
292 /   10.5419 -7.70416,
293 /    10.576 -7.70416,
294 /   10.6101 -7.70416,
295 /   10.6441 -7.70416,
296 /   10.6782 -7.70416,
297 /   10.7121 -7.70416,
298 /   10.7461 -7.70416,
299 /   10.7801 -7.70416,
300 /    10.814 -7.70416,
301 /   10.8479 -7.70416,
302 /   10.8819 -7.70416,
303 /   10.9158 -7.70416,
304 /   10.9496 -7.70416,
305 /   10.9835 -7.70416,
306 /   11.0173 -7.70416,
307 /   11.0511 -7.70416,
308 /   11.0849 -7.70416,
309 /   11.1186 -7.70416,
310 /   11.1524 -7.70416,
311 /   11.1861 -7.70416,
312 /   11.2198 -7.70416,
313 /   11.2534 -7.70416,
314 /   11.2871 -7.70416,
315 /   11.3207 -7.70416,
316 /   11.3544 -7.70416,
317 /   11.3879 -7.70416,
318 /   11.4215 -7.70416,
319 /   11.4551 -7.70416,
320 /   11.4886 -7.70416,
321 /   11.5221 -7.70416,
322 /   11.5556 -7.70416,
323 /   11.5891 -7.70416,
324 /   11.6225 -7.70416,
325 /   11.6559 -7.70416,
326 /   11.6893 -7.70416,
327 /   11.7227 -7.70416,
328 /    11.756 -7.70416,
329 /   11.7894 -7.70416,
330 /   11.8227 -7.70416,
331 /    11.856 -7.70416,
332 /   11.8892 -7.70416,
333 /   11.9225 -7.70416,
334 /   11.9557 -7.70416,
335 /   11.9889 -7.70416,
336 /   12.0221 -7.70416,
337 /   12.0552 -7.70416,
338 /   12.0884 -7.70416,
339 /   12.1215 -7.70416,
340 /   12.1546 -7.70416,
341 /   12.1876 -7.70416,
342 /   12.2207 -7.70416,
343 /   12.2537 -7.70416,
344 /   12.2867 -7.70416,
345 /   12.3197 -7.70416,
346 /   12.3526 -7.70416,
347 /   12.3856 -7.70416,
348 /   12.4184 -7.70416,
349 /   12.4513 -7.70416,
350 /   12.4842 -7.70416,
351 /    12.517 -7.70416,
352 /   12.5499 -7.70416,
353 /   12.5826 -7.70416,
354 /   12.6154 -7.70416,
355 /   12.6482 -7.70416,
356 /   12.6809 -7.70416,
357 /   12.7136 -7.70416,
358 /   12.7463 -7.70416,
359 /   12.7789 -7.70416,
360 /   12.8115 -7.70416,
361 /   12.8442 -7.70416,
362 /   12.8767 -7.70416,
363 /   12.9093 -7.70416,
364 /   12.9418 -7.70416,
365 /   12.9743 -7.70416,
366 /   13.0068 -7.70416,
367 /   13.0393 -7.70416,
368 /   13.0717 -7.70416,
369 /   13.1041 -7.70416,
370 /   13.1365 -7.70416,
371 /   13.1689 -7.70416,
372 /   13.2012 -7.70416,
373 /   13.2336 -7.70416,
374 /   13.2659 -7.70416,
375 /   13.2981 -7.70416,
376 /   13.3304 -7.70416,
377 /   13.3626 -7.70416,
378 /   13.3948 -7.70416,
379 /    13.427 -7.70416,
380 /   13.4591 -7.70416,
381 /   13.4912 -7.70416,
382 /   13.5233 -7.70416,
383 /   13.5554 -7.70416,
384 /   13.5875 -7.70416,
385 /   13.6195 -7.70416,
386 /   13.6515 -7.70416,
387 /   13.6835 -7.70416,
388 /   13.7154 -7.70416,
389 /   13.7474 -7.70416,
390 /   13.7793 -7.70416,
391 /   13.8111 -7.70416,
392 /    13.843 -7.70416,
393 /   13.8748 -7.70416,
394 /   13.9066 -7.70416,
395 /   13.9384 -7.70416,
396 /   13.9702 -7.70416,
397 /   14.0019 -7.70416,
398 /   14.0336 -7.70416,
399 /   14.0653 -7.70416,
400 /   14.0969 -7.70416,
401 /   14.1285 -7.70416,
402 /   14.1602 -7.70416,
403 /   14.1917 -7.70416,
404 /   14.2233 -7.70416,
405 /   14.2548 -7.70416,
406 /   14.2863 -7.70416,
407 /   14.3178 -7.70416,
408 /   14.3492 -7.70416,
409 /   14.3806 -7.70416,
410 /    14.412 -7.70416,
411 /   14.4434 -7.70416,
412 /   14.4748 -7.70416,
413 /   14.5061 -7.70416,
414 /   14.5374 -7.70416,
415 /   14.5686 -7.70416,
416 /   14.5999 -7.70416,
417 /   14.6311 -7.70416,
418 /   14.6623 -7.70416,
419 /   14.6935 -7.70416,
420 /   14.7246 -7.70416,
421 /   14.7557 -7.70416,
422 /   14.7868 -7.70416,
423 /   14.8179 -7.70416,
424 /   14.8489 -7.70416,
425 /   14.8799 -7.70416,
426 /   14.9109 -7.70416,
427 /   14.9418 -7.70416,
428 /   14.9727 -7.70416,
429 /   15.0037 -7.70416,
430 /   15.0345 -7.70416,
431 /   15.0654 -7.70416,
432 /   15.0962 -7.70416,
433 /    15.127 -7.70416,
434 /   15.1577 -7.70416,
435 /   15.1885 -7.70416,
436 /   15.2192 -7.70416,
437 /   15.2499 -7.70416,
438 /   15.2806 -7.70416,
439 /   15.3112 -7.70416,
440 /   15.3418 -7.70416,
441 /   15.3724 -7.70416,
442 /   15.4029 -7.70416,
443 /   15.4335 -7.70416,
444 /   15.4639 -7.70416,
445 /   15.4944 -7.70416,
446 /   15.5249 -7.70416,
447 /   15.5553 -7.70416,
448 /   15.5857 -7.70416,
449 /    15.616 -7.70416,
450 /   15.6464 -7.70416,
451 /   15.6767 -7.70416,
452 /    15.707 -7.70416,
453 /   15.7372 -7.70416,
454 /   15.7674 -7.70416,
455 /   15.7976 -7.70416,
456 /   15.8278 -7.70416,
457 /   15.8579 -7.70416,
458 /   15.8881 -7.70416,
459 /   15.9182 -7.70416,
460 /   15.9482 -7.70416,
461 /   15.9782 -7.70416,
462 /   16.0082 -7.70416,
463 /   16.0382 -7.70416,
464 /   16.0682 -7.70416,
465 /   16.0981 -7.70416,
466 /    16.128 -7.70416,
467 /   16.1579 -7.70416,
468 /   16.1877 -7.70416,
469 /   16.2175 -7.70416,
470 /   16.2473 -7.70416,
471 /   16.2771 -7.70416,
472 /   16.3068 -7.70416,
473 /   16.3365 -7.70416,
474 /   16.3661 -7.70416,
475 /   16.3958 -7.70416,
476 /   16.4254 -7.70416,
477 /    16.455 -7.70416,
478 /   16.4845 -7.70416,
479 /   16.5141 -7.70416,
480 /   16.5435 -7.70416,
481 /    16.573 -7.70416,
482 /   16.6025 -7.70416,
483 /   16.6319 -7.70416,
484 /   16.6613 -7.70416,
485 /   16.6906 -7.70416,
486 /     16.72 -7.70416,
487 /   16.7493 -7.70416,
488 /   16.7785 -7.70416,
489 /   16.8078 -7.70416,
490 /    16.837 -7.70416,
491 /   16.8662 -7.70416,
492 /   16.8953 -7.70416,
493 /   16.9245 -7.70416,
494 /   16.9535 -7.70416,
495 /   16.9826 -7.70416,
496 /   17.0117 -7.70416,
497 /   17.0407 -7.70416,
498 /   17.0697 -7.70416,
499 /   17.0986 -7.70416,
500 /   17.1276 -7.70416,
501 /   17.1565 -7.70416,
502 /   17.1853 -7.70416,
503 /   17.2142 -7.70416,
504 /    17.243 -7.70416,
505 /   17.2717 -7.70416,
506 /   17.3005 -7.70416,
507 /   17.3292 -7.70416,
508 /   17.3579 -7.70416,
509 /   17.3866 -7.70416,
510 /   17.4152 -7.70416,
511 /   17.4438 -7.70416,
512 /   17.4724 -7.70416,
513 /   17.5009 -7.70416,
514 /   17.5295 -7.70416,
515 /    17.558 -7.70416,
516 /   17.5864 -7.70416,
517 /   17.6148 -7.70416,
518 /   17.6433 -7.70416,
519 /   17.6716 -7.70416,
520 /      17.7 -7.70416,
521 /   17.7283 -7.70416,
522 /   17.7566 -7.70416,
523 /   17.7848 -7.70416,
524 /    17.813 -7.70416,
525 /   17.8412 -7.70416,
526 /   17.8694 -7.70416,
527 /   17.8975 -7.70416,
528 /   17.9256 -7.70416,
529 /   17.9537 -7.70416,
530 /   17.9817 -7.70416,
531 /   18.0098 -7.70416,
532 /   18.0377 -7.70416,
533 /   18.0657 -7.70416,
534 /   18.0936 -7.70416,
535 /   18.1215 -7.70416,
536 /   18.1494 -7.70416,
537 /   18.1772 -7.70416,
538 /    18.205 -7.70416,
539 /   18.2328 -7.70416,
540 /   18.2605 -7.70416,
541 /   18.2882 -7.70416,
542 /   18.3159 -7.70416,
543 /   18.3436 -7.70416,
544 /   18.3712 -7.70416,
545 /   18.3988 -7.70416,
546 /   18.4264 -7.70416,
547 /   18.4539 -7.70416,
548 /   18.4814 -7.70416,
549 /   18.5089 -7.70416,
550 /   18.5363 -7.70416,
551 /   18.5637 -7.70416,
552 /   18.5911 -7.70416,
